EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label
100552,98.798,3.643,63.907,127.871,2.587,373.08,-1.541,1.593,43.092,339.749,2.182,0.937,1,28.475,-1.182,3.076,62.118,-0.356,1.713,57.649,1.652,318.805,3,133.4,0.93,-0.953,77.651,-1.657,-2.523,249.156,0.307169524,b
100553,90.72,49.002,71.603,15.545,3.93393236,568.2916343,-2.807063536,2.63,15.545,72.69,1.757,-1.344,0.579679222,26.361,-0.977,0.137,46.329,-0.243,-2.388,13.682,1.218,172.094,0,29.12046434,2.023738849,1.181579449,46.58679239,-0.949760505,1.164307782,0,4.896071944,b
100554,150.023,2.748,100.35,97.961,2.044,169.618,1.035,2.081,4.016,244.364,1.216,0.941,0.782,52.705,-0.851,0.442,64.075,-0.935,-1.637,49.362,-1.686,228.18,2,83.254,-0.42,1.541,44.331,-2.464,3.013,127.585,0.001502705,s
100555,128.772,52.425,97.917,3.666,-0.439468067,-31.23196261,3.418241373,3.084,3.666,71.776,1.122,-1.406,0.006171712,33.819,-1.729,0.088,37.957,-0.002,2.643,22.759,-1.438,173.536,0,34.26472525,-1.278417497,0.484803992,63.834733,-1.354610858,-0.654033891,0,5.326277017,b
100556,91.484,25.321,68.108,8.296,2.565819102,266.5279853,0.279483927,2.849,8.296,65.99,0.998,-1.399,0.615108833,33.024,0.898,-0.326,32.965,0.287,2.457,5.523,-1.391,123.083,0,24.61042871,-2.694076375,0.556404303,21.89243535,1.562754648,-1.653774829,0,0.018636117,s
100557,110.545,9.719,59.16,119.551,4.371,528.013,-3.575,2.04,2.288,187.641,1.733,1.153,0.933,24.192,-0.715,-2.649,41.927,-1.671,1.833,78.487,2.002,248.353,2,70.612,1.09,-1.192,50.91,-3.281,-0.767,121.522,0.001502705,s
100558,83.887,52.577,51.319,28.101,5.053818168,938.3128317,-8.036916166,2.653,28.101,52.413,1.021,-0.364,1.049724352,25.939,1.305,3.078,26.474,1.589,-0.567,26.325,2.758,91.349,0,72.75648889,1.13198423,2.203341581,30.78945122,-1.039006596,-3.537801016,0,0.00150187,s
100559,81.533,47.12,57.87,4.589,5.379981659,967.6140411,-6.8930919,2.845,4.589,56.81,1.426,-1.364,0.738447813,23.42,1.273,0.522,33.39,1.905,-2.987,17.357,-0.26,150.527,0,44.80832104,2.645371362,-1.39802478,28.04860288,0.589219126,0.377028681,0,0.018636117,s
100560,100.888,40.878,72.581,41.829,3.292567936,354.7759872,-2.399380378,2.373,41.829,75.799,0.997,1.231,0.119052069,37.951,-1.996,-0.404,37.847,-1.431,-2.708,15.044,-0.651,188.468,0,52.84023046,1.367722854,1.184219484,18.25760603,-4.607061093,-2.21750345,0,1.868492898,b
100561,88.127,78.938,78.003,25.836,-2.209698698,-568.0192758,7.112385525,2.292,25.836,60.865,1.912,-0.816,-0.765143337,20.902,-0.342,2.151,39.963,1.804,1.344,39.173,-1.938,181.84,0,44.96184824,0.7104069,-1.767575219,52.45830306,-1.082132443,-0.409868138,0,6.272520559,b
100562,68.904,24.889,50.865,37.028,0.874504566,218.4379772,3.542164333,1.718,6.75,105.015,0.852,-1.074,-0.087457906,35.971,1.686,-0.728,30.639,2.04,0.953,10.45,2.491,171.417,1,38.405,1.64,-2.765,62.95140071,-2.253658796,-0.972226423,38.405,1.870877484,b
100563,312.798,46.487,209.789,48.611,2.96094287,533.2935595,-2.377920367,3.074,48.611,213.267,0.579,-1.414,0.03712933,135.073,0.209,-2.399,78.194,0.625,0.647,22.052,1.835,224.191,0,8.447242551,-0.720397811,0.809002204,46.86803082,0.465825734,0.675890842,0,0.744056247,b
100564,116.248,41.421,87.443,25.074,2.956907554,463.3690506,-2.601668116,2.997,25.074,86.55,0.931,1.414,0.495307325,44.811,-1.75,1.337,41.739,-1.414,-1.968,17.41,2.563,185.847,0,41.64754212,0.261166486,-3.040799366,58.37291786,1.814577498,1.773736677,0,0.018636117,s
100565,127.3248211,125.447,73.708,27.195,2.066691806,89.79695987,-2.01349053,2.745,27.195,79.571,2.759,-1.188,1.087214831,21.168,-1.016,1.577,58.403,-1.8,-2.075,67.645,0.937,86.278,0,71.30481957,-3.223502107,1.139283836,13.4269489,-2.06999274,-1.663687131,0,2.377474153,b
100566,101.655,46.102,61.875,104.513,4.185,405.345,-0.846,1.826,4.916,185.492,0.453,1.296,0.996,58.028,1.949,-1.892,26.308,2.014,-0.067,47.189,-1.494,280.163,2,52.603,3.972,1.682,48.553,-0.213,1.609,101.156,0.001502705,s
100567,51.67599837,65.757,43.645,46.393,3.916244557,887.8337255,-2.324468037,1.867,112.717,117.709,1.546,-1.159,0.425481834,20.167,0.673,0.759,31.186,-0.259,-0.858,61.355,-2.559,123.688,1,66.356,2.686,-1.977,47.35878246,-2.992436029,0.515224134,66.356,2.125242397,b
100568,88.455,16.083,49.71,80.728,2.632,214.006,0.19,2.229,35.728,204.253,1.751,0.327,0.197,20.805,0.528,1.943,36.419,0.291,-2.124,60.283,-1.779,366.591,3,62.104,-2.703,2.195,47.539,-0.07,-0.044,147.029,0.064060777,b
100569,243.209,67.549,193.387,22.38,0.798767529,122.4068298,1.982694649,2.903,22.38,194.761,0.997,-1.339,0.186091713,97.534,-1.512,-2.922,97.228,-1.521,-0.018,11.874,2.905,266.97,0,18.47503071,-2.842667513,-2.707890431,51.56466778,0.350485318,-1.080334975,0,4.189956823,b
100570,77.78291019,67.711,46.455,1.308,-0.492208166,-237.4814965,4.424723887,1.786,1.308,59.055,1.329,-1.395,0.644388863,25.355,0.403,1.066,33.701,0.862,2.792,38.155,-1.021,68.036,0,48.14148584,-0.929673358,-0.045474624,31.48338254,1.827268118,-1.344992007,0,4.514931595,b
100571,176.055,9.201,120.388,224.198,2.439,761.108,-1.022,1.943,27.319,574.306,4.656,1.289,0.87,24.851,0.777,-1.539,115.718,-1.136,-1.198,84.842,-1.291,683.451,2,263.067,0.538,1.22,170.67,-1.902,-2.782,433.737,1.431019072,b
100572,161.698,29.291,120.46,6.724,0.211888108,-286.8894906,2.875421146,3.043,6.724,116.951,0.773,-1.411,-0.282205389,65.963,-0.276,-1.55,50.987,0.297,1.438,19.697,2.399,132.095,0,36.35578797,-0.943130977,3.338835384,66.68915406,-0.831326641,0.546409034,0,4.153806353,b
100573,95.876,11.75,60.087,155.905,1.624,227.975,2.321,1.33,73.848,352.607,2.121,1.165,0,33.053,0.273,-1.363,70.118,0.629,-0.082,71.148,-0.248,317.903,3,101.628,-0.914,1.987,77.996,-2.538,-2.073,249.436,0.307169524,b
100574,91.642,25.499,56.482,48.196,1.321,110.167,7.294,2.777,13.415,147.699,1.315,1.401,0.001,22.707,1.983,-0.983,29.849,1.028,1.625,32.716,0.785,154.564,2,64.454,3.441,-2.464,30.69,2.12,0.41,95.143,1.454848473,b
100575,133.001,3.648,85.51,32.936,2.102,189.314,0.084,2.706,31.308,229.447,0.527,0.699,0,51.468,0.843,-0.966,27.14,2.085,2.913,21.154,2.76,287.756,3,61.174,-0.039,0.648,56.057,-2.141,-2.38,150.839,0.071357137,b
100576,152.014,109.572,87.772,2.28,1.687301582,253.5058464,2.48168804,2.818,2.28,97.897,2.558,-1.296,0.163169564,27.513,-0.718,-1.152,70.383,-0.417,2.328,43.093,-0.609,161.068,0,28.89390182,-0.907052128,-0.150608443,35.32641456,-0.501913692,-1.99202617,0,4.957668041,b
100577,157.955,75.588,99.165,45.659,-0.078692326,-363.6471507,5.274932299,3.103,45.659,55.376,1.736,-0.193,0.191238668,20.238,-1.457,0.461,35.138,1.147,2.147,44.616,-0.389,144.747,0,4.980662404,-1.140731926,-2.726898139,52.56817571,1.129905023,-1.238199889,0,6.571884905,b
100578,196.927,126.622,86.941,82.217,3.387755804,383.3275354,0.379618585,3.239,29.598,128.156,1.45,-1.271,0.423486574,28.775,-0.108,0.429,41.716,1.304,-2.486,96.406,0.771,165.87,1,57.665,0.157,-2.189,33.86292639,1.943302429,-0.726138082,57.665,0.002653311,s
100579,89.456,85.886,69.939,51.345,6.275956508,962.3975455,-5.616430065,3.025,51.345,69.552,1.025,-1.118,1.330819407,34.343,0.362,-1.135,35.208,0.12,2.132,52.381,-0.991,140.383,0,56.14300581,-1.932618369,-2.528516471,50.21202894,0.575203491,1.494331554,0,0.018636117,s
100580,128.778,15.063,72.92,134.85,2.673138824,405.9391626,0.543443352,1.9,2.191,219.091,1.709,1.211,0.649668392,30.714,-0.183,-0.239,52.489,-1.286,1.307,74.733,1.066,240.954,1,135.888,0.802,-2.188,62.62140692,-2.252841521,-3.9586405,135.888,0.001502705,s
100581,118.336,29.079,78.681,75.008,2.425431791,362.9834879,-0.833125192,2.104,1.274,165.203,0.693,1.412,0.830055772,53.558,2.337,1.72,37.092,1.93,-2.498,27.719,2.844,202.143,1,74.553,-1.229,-0.529,53.3589898,3.465269963,0.544026005,74.553,0.001502705,s
100582,103.568,26.853,74.251,4.816,6.581850705,1162.874249,-8.691749096,3.06,4.816,70.361,1.121,-1.294,1.253061086,33.18,-1.539,-0.918,37.181,-0.85,2.384,4.861,-0.658,87.2,0,48.81976964,-1.766595357,0.72656232,40.56317637,-2.83305579,-0.555572,0,2.027678739,b
100583,74.246,9.559,49.465,188.222,2.752,585.917,0,1.005,39.788,456.389,3.364,0.134,0.006,25.7,0.707,0.931,86.465,1.712,0.956,76.409,1.073,474.167,3,194.405,0,-2.499,108.046,-2.752,-0.646,344.224,0.071357137,b
100584,82.817,6.328,51.659,233.925,0.543,87.206,1.434,0.789,2.179,378.518,1.882,0.876,0.36,47.566,-2.088,0.693,89.509,-1.502,1.222,102.931,1.287,352.635,2,156.507,-1.499,-1.813,84.935,-0.956,-2.306,241.443,1.454848473,b
100585,139.211,9.267,103.679,71.774,1.788,74.993,1.843,2.137,6.274,180.56,0.516,0.153,0.01,73.32,-0.816,-2.785,37.84,0.297,-0.961,7.072,-0.387,206.012,2,38.165,-0.731,1.284,31.235,-2.52,0.611,69.4,0.002653311,s
100586,100.566,8.437,67.427,2.702,1.605522215,387.1956955,0.636007538,3.238,2.702,58.624,0.837,-1.409,1.074778338,31.905,0.428,-2.398,26.719,-0.673,0.647,8.597,1.211,92.682,0,37.65032057,-0.216292059,-0.796068354,45.81083645,-3.602556485,1.371797283,0,0.018636117,s
100587,83.499,0.815,54.38,69.285,3.533694482,685.2773307,-6.171816179,1.958,19.314,144.013,1.407,0.973,0.729741809,23.271,-1.543,1.328,32.742,-0.156,-0.054,28.579,-0.081,238.082,1,88.001,1.635,-2.81,29.44275541,-2.609561502,-0.677256598,88.001,0.07389913,b
100588,107.137,72.262,77.01,4.052,-0.108761579,-577.2252126,7.192397334,2.656,4.052,82.422,1.761,-1.35,0.006859717,29.854,2.31,2.739,52.568,2.206,-0.89,26.014,1.822,230.754,0,49.16415943,2.402691216,0.126436532,24.14973756,2.774147768,-2.125576871,0,4.642441376,b
100589,119.511,33.373,93.013,1.295,3.907697699,652.2432297,-6.575033256,2.847,1.295,92.991,0.853,-1.411,0.850250277,50.171,-1.386,1.985,42.82,-1.033,-0.841,16.832,-2.182,86.964,0,60.07853846,2.875083815,3.13207937,44.65246777,0.912838315,-3.408145128,0,0.018636117,s
100590,113.36,34.392,80.076,15.702,2.883953715,588.419212,-3.341947037,3.048,27.017,119.811,0.876,-1.414,0.623349269,41.1,-0.724,0.471,36.001,-1.311,-2.52,22.667,2.471,161.074,1,42.709,-0.893,-0.876,37.995652,0.953382595,-1.759063992,42.709,1.454848473,b
100591,187.644,71.607,106.15,104.361,1.631,98.174,-0.628,2.872,5.091,187.065,0.773,1.399,0.025,47.001,0.223,-0.739,36.313,-1.375,-3.125,72.11,-1.575,219.923,2,64.949,-0.623,1.755,38.801,1.008,1.164,103.75,0.744056247,b
100592,102.308,78.28,72.854,60.378,3.825886895,608.6765942,-3.473775462,2.293,3.272,144.246,2.138,1.163,0.368433076,26.115,-1.574,-0.236,55.842,-0.897,1.955,38.09,-0.072,155.98,1,62.288,-1.701,-2.394,21.22375301,-1.739991342,-0.814020374,62.288,2.26264909,b
100593,87.624,57.073,73.982,57.117,0.596313897,252.6683494,2.225203866,1.584,0.819,152.023,0.968,-1.222,-0.508218885,48.616,-0.574,1.639,47.079,-1.544,2.891,22.773,-1.276,154.633,1,56.328,0.522,-0.741,52.55176643,3.703584544,-0.321808239,56.328,2.062209922,b
100594,77.004,25.548,54.088,109.739,0.767828177,3.272723115,0.25238922,1.285,4.162,200.141,1.555,1.412,0.454269566,35.97,-0.554,1.56,55.93,-0.81,2.819,34.686,2.23,246.983,1,108.24,0.845,-0.867,38.13766111,0.516054367,-3.565519274,108.24,1.681611443,b
100595,83.055,17.527,56.732,137.462,6.474,1501.37,-9.9,1.174,58.567,267.432,0.375,1.36,0.482,78.865,1.177,1.027,29.586,2.005,1.859,36.355,1.318,298.477,3,66.919,2.476,-2.407,51.948,-3.998,-0.757,158.981,0.064060777,b
100596,238.87,70.904,217.181,0.461,-0.473635896,-226.3577102,5.989795732,3.923,0.461,85.347,1.102,-1.412,-0.41017334,40.598,-0.85,2.755,44.75,2.355,-1.266,36.874,0.855,166.326,0,20.51355062,1.021405684,-1.118275766,58.83037452,1.952865372,-4.726094098,0,6.36919773,b
100597,153.352,6.965,77.409,71.327,2.887532922,71.58147748,3.531274633,2.575,28.567,124.041,0.758,0.642,0.871452593,46.226,0.413,-1.401,35.053,0.524,2.309,74.36,2.173,126.214,1,42.762,-0.108,-0.629,23.84666197,-0.941076466,-1.035247843,42.762,0.002653311,s
100598,110.207,44.9,68.899,22.478,3.905981548,501.3808372,-4.270310106,2.963,22.478,65.794,1.111,1.401,0.699034696,31.172,1.952,-0.297,34.622,1.285,3.099,17.702,-0.913,182.045,0,20.45388316,-0.035706871,1.567607845,56.3621944,-1.332345685,-1.511697923,0,1.681611443,b
100599,91.856,29.046,66.356,16.609,2.431646422,349.430224,-0.857082747,2.661,53.584,123.025,1.551,-1.395,0.285754943,27.328,1.247,1.57,42.394,1.071,-1.086,5.706,2.788,218.984,1,53.304,1.443,1.194,46.26863251,-2.621606844,-2.654485534,53.304,4.552192515,b
100600,112.007,7.093,74.136,61.202,1.191,146.815,1.176,2.59,28.99,210.006,1.772,0.649,0.953,25.648,-2.457,1.891,45.45,-1.368,-2.042,33.091,-1.859,312.037,2,73.257,-0.642,-0.294,65.652,-1.832,1.62,138.908,0.002653311,s
100601,112.911,61.332,73.178,26.355,0.589,97.359,-0.004,2.994,3.632,167.094,0.99,-1.321,0.976,35.506,-0.898,-0.273,35.166,-0.333,2.668,26.91,-0.632,182.927,2,62.063,-0.582,3.096,34.359,0.007,0.188,96.422,0.00150187,s
100602,37.295,46.75,32.62,19.448,-0.775969819,-115.7857008,3.477064512,1.294,19.448,54.069,0.959,-1.397,-0.402885236,27.605,-1.522,-1.627,26.464,-1.57,-2.921,23.987,0.986,66.646,0,47.41647946,-1.282945515,-0.841941756,49.33437941,2.211635871,2.990094554,0,4.166041715,b
100603,128.927,87.509,99.447,29.939,0.95670095,129.3177886,4.64171127,3.376,29.939,72.124,1.594,0.59,0.21054787,27.809,0.614,2.536,44.315,-1.165,-0.878,43.632,2.463,197.986,0,4.194953186,-2.684535022,-2.084305151,62.97289455,0.373923586,-1.77983735,0,2.468366126,b
100604,85.50672154,87.817,67.385,3.434,-1.883955749,134.6856286,5.663731603,1.956,3.434,64.781,1.371,-1.385,-0.566275435,27.326,1.277,1.483,37.455,-0.386,0.455,53.566,-2.288,117.159,0,42.96405037,2.706687063,2.017384688,51.11883189,0.822887176,0.360813702,0,5.46164006,b
100605,77.568,62.286,58.806,146.422,1.247,54.181,-0.293,1.002,80.498,228.916,1.837,0.111,0.329,41.75,1.32,-1.494,76.68,0.347,-1.255,45.446,-2.367,386.225,3,42.819,-0.934,1.916,36.611,0.313,1.99,110.486,0.744056247,b
100606,140.183,41.956,91.771,74.093,3.851709184,351.6667018,-2.892911868,2.874,44.974,89.572,1.13,1.341,1.268542911,27.236,2.467,-1.578,30.782,0.214,0.207,39.687,-1.08,130.845,1,31.554,-3.643,1.983,11.17213331,-0.164607708,-1.368959651,31.554,0.001502705,s
100607,50.176,54.275,40.397,39.831,3.975162124,696.733491,-7.004642484,1.369,1.942,100.342,1.812,-0.595,0.800439989,20.829,0.134,-2.08,37.741,-1.106,-1.499,19.907,1.924,99.232,1,41.772,-0.131,1.2,50.91802203,-1.497789636,0.449540525,41.772,2.402738848,b
100608,46.1450946,82.707,30.551,44.023,2.166095922,364.1491318,-2.445281102,1.039,0.648,107.799,2.131,-0.405,0.388738317,20.549,-0.369,1.379,43.795,0.161,0.485,42.351,3.061,118.111,1,43.455,4.144,-1.588,30.77455224,-2.797782048,1.148057524,43.455,2.229780954,b
100609,106.8620395,71.83,51.295,6.523,0.673623949,-239.1711412,0.706520681,1.889,6.523,49.237,1.319,-1.25,0.268747755,21.231,0.295,1.049,28.006,2.048,0.346,46.355,-2.635,88.402,0,24.04723269,0.918067242,-1.811626528,43.31158857,3.242095283,1.243622694,0,5.513327664,b
100610,96.36,0.009,59.309,41.51,1.177239244,-201.6266257,3.162674618,2.342,0.273,105.837,0.777,1,0.266072866,36.354,-1.931,-2.699,28.244,-2.141,1.251,28.961,1.251,117.398,1,41.238,-2.597,-1.204,27.99969697,-1.278640791,-1.777209591,41.238,1.681611443,b
100611,102.716,40.215,76.178,14.877,2.444022782,212.7039684,1.072442384,2.87,14.877,72.429,0.969,-1.275,0.53741036,36.783,-0.899,-1.803,35.645,-0.169,0.973,11.44,-2.354,108.367,0,19.04192198,1.326736659,3.430260171,38.83578364,-2.25380856,-3.209671485,0,4.401104005,b
100612,95.376,33.284,65.471,1.453,2.64891303,261.2337411,-0.531290271,3.051,1.453,62.399,1.278,-1.397,0.493660433,27.395,-1.845,-1.542,35.004,-1.153,1.429,8.249,-2.119,79.217,0,40.53269737,1.59448832,1.903799329,39.28461742,-1.109607941,0.427117691,0,4.601744459,b
100613,184.795,57.172,142.381,90.722,-1.002658109,-168.7789567,4.436570937,2.929,56.614,120.551,2.897,0.448,0.151901531,21.717,0.599,0.393,62.909,-2.169,1.35,28.618,-0.128,200.793,1,35.924,-0.567,-2.076,20.77775786,0.85983855,-1.314849407,35.924,3.106556447,b
100614,233.062,128.894,145.879,52.978,0.78470168,-14.15704327,2.594640256,3.253,21.851,160.119,1.235,-1.413,0.237720648,57.417,1.072,2.889,70.887,2.132,-0.319,65.719,2.151,231.408,1,31.815,1.994,-1.226,34.16373014,-0.107914805,-0.407218289,31.815,0.744056247,b
100615,80.597,28.512,60.899,204.657,0.978,76.34,3.762,0.734,42.662,395.602,0.354,0.345,0.677,142.329,1.859,-0.145,50.331,1.695,-0.861,43.288,-1.482,473.654,3,129.832,1.511,2.763,37.342,2.489,2.603,202.943,0.064060777,b
100616,134.5293784,94.165,94.706,30.962,1.665422438,459.5593081,0.455160867,2.263,29.034,102.601,1.989,-0.414,-0.008047148,24.254,-2.164,2.684,48.238,0.088,2.899,46.574,-0.012,157.8,1,30.109,-0.59,-1.771,65.69590533,3.481127825,1.78618604,30.109,2.900235107,b
100617,84.881,64.935,70.088,71.028,-0.012318259,-151.3910425,4.522378149,1.649,30.95,127.132,2.764,-0.123,0.594619325,22.893,0.638,1.536,63.265,-1.009,1.63,17.942,-2.052,175.406,1,40.975,1.931,-1.549,31.13111655,-1.434684917,-2.642399125,40.975,2.623284638,b
100618,157.281,95.945,90.164,102.274,4.066737233,708.3577278,-4.943394208,2.022,20.556,183.889,1.664,0.76,0.84610189,36.267,0.236,1.191,60.353,-0.95,-0.447,59.697,1.405,202.63,1,87.269,-0.329,-2.583,38.69011215,0.040917667,3.143046826,87.269,0.002653311,s
100619,145.895,21.07,79.3,121.756,1.581421919,318.4235959,-0.523542375,2.364,7.938,206.007,1.563,0.506,0.585490785,29.782,0.422,0.912,46.548,-0.784,2.946,93.24,-3.016,216.014,1,129.678,-0.866,-0.169,63.30648535,-3.271519111,1.433205522,129.678,0.00150187,s
100620,34.02625924,75.7,44.489,19.973,2.948888885,133.937378,1.152942897,1.626,19.973,53.887,1.233,-1.049,0.79830994,24.137,0.808,0.726,29.751,-0.431,1.779,48.177,-1.405,173.219,0,25.15753538,0.30896797,-2.125427543,24.60462259,-0.322765179,-2.077341729,0,2.251177727,b
100621,110.436,4.02,79.425,3.385,2.327128107,392.27004,-3.113910427,3.201,3.385,72.239,0.942,1.412,0.273933373,37.189,0.163,1.097,35.05,-0.726,-1.979,1.876,-1.478,150.549,0,31.1085789,-0.502938786,1.191063029,31.51983313,0.622532555,1.957646667,0,0.018636117,s
100622,120.242,66.795,70.661,55.973,4.073,283.256,-3.349,3.037,58.971,145.125,0.626,-1.404,0.832,44.353,0.283,2.25,27.751,0.021,-0.775,41.804,2.761,236.292,2,39.878,2.93,-3.116,33.143,-1.143,-0.464,73.021,0.018636117,s
100623,51.63341687,86.743,30.668,38.504,0.032702962,-615.9137197,5.732966868,1.273,2.479,88.91,1.078,-1.409,0.066169958,24.598,0.707,2.388,26.52,1.011,1.152,79.829,-1.309,150.06,1,37.792,-0.662,1.867,34.69055821,-4.522163054,1.598600514,37.792,1.942656885,b
100624,93.658,17.254,58.069,119.309,0.265,50.281,0.608,1.733,19.934,217.881,2.55,1.334,0.488,20.248,-0.474,1.515,51.622,0.903,2.566,55.218,2.242,229.11,2,75.317,0.923,-0.594,70.694,0.658,-1.212,146.011,0.002653311,s
100625,177.5895808,89.055,101.851,65.984,1.226,108.443,-0.362,3.2,9.666,173.198,0.767,-1.394,0.014,34.268,-1.181,-2.912,26.29,1.146,1.175,88.095,-1.188,237.718,2,79.671,-0.729,2.102,32.969,0.497,0.186,112.64,0.744056247,b
100626,72.433,56.568,46.06,53.252,2.887,195.043,-1.93,1.92,0.242,149.954,1.281,0.69,0.799,24.261,-1.572,-1.29,31.07,-1.075,0.564,34.199,-1.537,178.883,2,63.33,1.052,1.749,31.293,-1.834,-2.382,94.623,0.307169524,b
100627,120.337,4.522,75.72,135.664,4.83,1096.557,-5.832,2.168,2.505,294.016,2.974,0.921,0.861,24.689,0.714,1.563,73.416,0.956,-2.565,75.05,-2.505,273.863,2,99.353,-2.395,1.226,96.558,2.436,-0.352,195.91,0.001502705,s
100628,148.989,87.404,112.987,27.235,5.337612675,1062.130917,-5.506385672,3.149,53.963,140.497,2.106,-1.412,0.996724606,34.395,-0.463,-2.91,72.445,0.564,0.066,32.63,2.301,295.523,1,33.657,-2.753,1.864,34.76384072,1.346901349,-2.586237491,33.657,0.018636117,s
100629,89.148,18.163,57.288,54.824,0.693,194.257,1.665,2.539,7.416,245.637,1.396,1.358,0.667,23.816,0.775,-0.571,33.238,1.557,-2.987,33.138,-2.433,294.077,2,99.679,0.99,2.026,88.904,1.683,-0.577,188.584,0.07389913,b
100630,119.406,88.549,94.957,28.253,4.107164377,690.0425824,-4.530305793,2.307,67.26,178.366,1.96,-1.272,0.640568766,34.88,0.982,2.462,68.365,0.193,0.294,29.52,-2.507,294.943,1,75.12,-0.173,3.071,22.39645262,1.320468038,-2.837294517,75.12,1.076610606,b
100631,407.182,257.076,203.167,48.526,1.969255966,23.54941874,-0.997703889,2.914,8.376,268.233,2.269,1.144,0.359741734,67.703,-0.487,-1.415,153.642,-0.632,1.496,109.579,-1.372,344.438,1,46.889,-2.194,2.864,78.74996507,0.526731965,1.600662609,46.889,1.681611443,b
100632,167.341,18.503,91.148,118.486,6.859,3022.293,-11.467,3.015,17.231,305.444,1.949,1.339,0.991,29.343,-0.766,-0.684,57.187,0.211,2.167,88.24,1.906,407.792,2,158.523,-2.887,-0.98,60.391,3.971,2.488,218.914,0.001502705,s
100633,98.532,12.267,63.469,46.816,3.76380811,477.3370844,-5.16692829,3.117,1.852,104.58,1.574,1.38,0.770894696,21.858,0.674,-1.947,34.407,-0.452,1.429,32.72,1.797,132.019,1,48.314,-2.008,-1.322,7.758047002,-0.298982881,3.102958185,48.314,0.001502705,s
100634,151.521,8.064,92.741,110.315,2.588,281.439,2.427,2.544,41.078,238.373,2.098,1.134,0.261,27.537,1.944,2.114,57.777,0.525,0.002,62.555,0.136,344.504,2,100.713,0.731,-2.499,52.346,3.319,1.401,153.059,0.001502705,s
100635,172.663583,86.596,102.319,47.133,1.584397756,-83.64966184,1.722684219,2.804,5.006,107.496,0.954,-0.944,-0.006988179,33.273,-1.047,0.348,31.742,1.22,-1.304,59.104,1.783,208.357,1,42.481,1.577,-2.145,30.38302225,1.12815107,-0.109411881,42.481,2.554177627,b
100636,105.965,79.156,83.388,37.583,2.890224633,554.4812415,-2.80575031,2.537,0.66,112.191,2.348,-0.27,0.422502512,22.441,0.609,-1.039,52.692,2.19,-3.024,31.303,-0.335,80.122,1,37.058,0.978,1.252,42.84807848,1.361364602,-0.45253301,37.058,2.654765162,b
100637,59.045,39.018,46.876,2.965,2.113696634,325.317758,3.844492433,2.515,2.965,49.114,1.36,-1.409,-0.099627677,20.807,-1.32,-1.061,28.308,-1.693,1.426,17.381,-2.707,127.557,0,41.42612686,-0.513553595,1.218795731,17.65226684,-0.164163242,0.100647325,0,4.499926243,b
100638,195.584,85.103,136.398,25.604,1.95237417,283.1075778,-1.295437397,3.83,25.604,65.383,1.869,-0.737,0.270011756,22.789,-1.592,2.913,42.594,1.268,0.365,42.643,-2.888,101.826,0,52.2800579,0.174300067,-3.35002323,35.07890992,-1.608332587,1.480040566,0,3.079684373,b
100639,159.8,30.244,111.49,38.264,1.664917801,49.16381764,4.68370601,3.026,10.723,136.813,0.618,1.414,0.522688351,61.201,0.818,-0.283,37.824,1.972,2.514,12.074,0.942,158.474,1,37.788,-3.047,-2.46,33.14236889,-0.311215428,1.632399945,37.788,0.018636117,s
100640,44.41802223,69.108,49.132,4.506,-0.587498786,107.4778456,3.045703074,2.053,4.506,57.924,1.641,-1.386,0.115432745,21.929,-1.124,-1.647,35.996,-0.652,0.351,37.522,2.798,61.038,0,59.08424713,2.19650156,0.617092004,44.29419616,-1.02817968,-1.631772397,0,4.697572471,b
100641,152.878,19.173,71.7,188.515,4.07,715.321,-2.23,1.666,3.935,287.697,1.12,1.211,0.94,44.381,1.461,1.054,49.692,0.875,2.614,126.577,2.371,302.618,2,118.348,-0.653,-1.124,75.277,3.417,-0.586,193.625,0.07389913,b
100642,126.001,38.785,91.301,4.925,6.620619296,1036.16304,-7.753333319,2.74,42.699,124.852,0.589,-1.371,0.885807518,54.509,-0.706,3.128,32.094,0.303,-0.608,38.126,0.567,141.074,1,38.249,-2.599,1.094,53.25978604,-1.673065347,-0.187032193,38.249,0.001502705,s
100643,84.04947609,88.827,60.541,4.842,0.796033183,-213.6966018,4.545587267,2.303,4.842,72.543,2.383,-1.346,0.357539897,21.446,-0.333,-0.239,51.096,-0.268,-2.542,41.382,1.124,133.898,0,33.51025422,-1.084300008,-0.493160187,55.57085886,0.394833908,-1.744876609,0,4.862435821,b
100644,85.393,35.286,65.853,34.14,2.395967987,364.4555062,0.044110075,3.032,34.14,62.142,0.995,1.414,0.162450483,31.144,0.88,-0.839,30.999,1.59,2.496,28.234,-2.509,231.487,0,69.55588212,-0.507891982,-0.047757925,21.96743076,2.973257595,-0.542601183,0,0.018636117,s
